Index;Date;Time;Temperature(°C);Cardio(BPM);Saturation(%SpO2);Audio(%max);Rotation(rad/s);Acceleration(m/s2)
;;;;;;;;
1319;10/04/2023;23:03:52;32.86;52.68;0;1.54;0.06;9.67
;;;;;;;;
1320;10/04/2023;23:03:54;32.88;69.75;96;1.59;0.07;9.64
;;;;;;;;
1321;10/04/2023;23:03:57;32.89;93.10;95;1.70;0.06;9.66
;;;;;;;;
1322;10/04/2023;23:03:59;32.86;86.25;95;1.69;0.06;9.66
;;;;;;;;
1323;10/04/2023;23:04:01;32.88;0.00;0;1.49;0.06;9.66
;;;;;;;;
1324;10/04/2023;23:04:03;32.87;52.63;0;1.03;0.07;9.64
;;;;;;;;
1325;10/04/2023;23:04:05;32.88;74.81;94;1.09;0.07;9.67
;;;;;;;;
1326;10/04/2023;23:04:07;32.90;84.12;95;1.11;0.07;9.61
;;;;;;;;
1327;10/04/2023;23:04:09;32.89;80.57;96;1.29;0.06;9.65
;;;;;;;;
1328;10/04/2023;23:04:11;32.89;66.18;95;1.09;0.06;9.65
;;;;;;;;
1329;10/04/2023;23:04:13;32.87;76.71;96;1.08;0.06;9.64
;;;;;;;;
1330;10/04/2023;23:04:15;32.87;84.26;96;1.07;0.06;9.67
;;;;;;;;
1331;10/04/2023;23:04:17;32.89;75.92;96;1.22;0.06;9.64
;;;;;;;;
1332;10/04/2023;23:04:19;32.89;85.24;95;1.06;0.06;9.70
;;;;;;;;
1333;10/04/2023;23:04:21;32.89;80.89;95;1.11;0.06;9.66
;;;;;;;;
1334;10/04/2023;23:04:23;32.90;0.00;0;1.07;0.06;9.65
;;;;;;;;
1335;10/04/2023;23:04:25;32.89;50.77;0;1.22;0.06;9.65
;;;;;;;;
1336;10/04/2023;23:04:27;32.87;37.95;0;1.16;0.06;9.67
;;;;;;;;
1337;10/04/2023;23:04:29;32.90;71.95;95;1.16;0.06;9.64
;;;;;;;;
1338;10/04/2023;23:04:31;32.90;71.47;95;0.95;0.06;9.64
;;;;;;;;
1339;10/04/2023;23:04:33;32.90;75.63;95;1.17;0.06;9.64
;;;;;;;;
1340;10/04/2023;23:04:35;32.89;77.83;95;1.21;0.06;9.65
;;;;;;;;
1341;10/04/2023;23:04:37;32.88;79.79;95;1.33;0.07;9.67
;;;;;;;;
1342;10/04/2023;23:04:39;32.88;77.77;95;1.15;0.07;9.68
;;;;;;;;
1343;10/04/2023;23:04:41;32.91;77.62;95;1.02;0.06;9.66
;;;;;;;;
1344;10/04/2023;23:04:43;32.88;81.59;95;0.97;0.07;9.66
;;;;;;;;
1345;10/04/2023;23:04:45;32.89;83.66;95;1.23;0.06;9.67
;;;;;;;;
1346;10/04/2023;23:04:47;32.88;74.76;95;1.25;0.07;9.63
;;;;;;;;
1347;10/04/2023;23:04:49;32.89;54.29;95;0.96;0.06;9.65
;;;;;;;;
1348;10/04/2023;23:04:51;32.90;60.50;0;1.16;0.07;9.67
;;;;;;;;
1349;10/04/2023;23:04:53;32.87;42.97;96;1.17;0.06;9.69
;;;;;;;;
1350;10/04/2023;23:04:55;32.89;77.58;94;1.27;0.22;9.70
;;;;;;;;
1351;10/04/2023;23:04:57;32.87;71.06;94;1.20;0.06;9.66
;;;;;;;;
1352;10/04/2023;23:04:59;32.89;78.84;96;1.09;0.06;9.65
;;;;;;;;
1353;10/04/2023;23:05:01;32.89;81.79;96;1.21;0.07;9.68
;;;;;;;;
1354;10/04/2023;23:05:03;32.89;46.62;96;1.23;0.07;9.69
;;;;;;;;
1355;10/04/2023;23:05:05;32.89;53.94;96;1.25;0.06;9.67
;;;;;;;;
1356;10/04/2023;23:05:07;32.88;77.33;95;1.40;0.07;9.69
;;;;;;;;
1357;10/04/2023;23:05:09;32.89;76.98;95;1.18;0.06;9.65
;;;;;;;;
1358;10/04/2023;23:05:11;32.89;69.05;95;1.34;0.06;9.65
;;;;;;;;
1359;10/04/2023;23:05:13;32.91;83.17;95;1.19;0.06;9.61
;;;;;;;;
1360;10/04/2023;23:05:15;32.89;52.19;0;1.38;0.06;9.64
;;;;;;;;
1361;10/04/2023;23:05:17;32.91;68.82;95;1.39;0.07;9.66
;;;;;;;;
1362;10/04/2023;23:05:19;32.88;82.58;95;1.63;0.07;9.65
;;;;;;;;
1363;10/04/2023;23:05:21;32.88;44.39;95;1.16;0.06;9.67
;;;;;;;;
1364;10/04/2023;23:05:23;32.89;60.02;95;1.04;0.06;9.65
;;;;;;;;
1365;10/04/2023;23:05:25;32.88;29.84;0;1.41;0.06;9.63
;;;;;;;;
1366;10/04/2023;23:05:27;32.89;54.87;96;1.39;0.06;9.67
;;;;;;;;
1367;10/04/2023;23:05:29;32.88;49.19;96;1.35;0.06;9.68
;;;;;;;;
1368;10/04/2023;23:05:31;32.91;68.66;95;1.43;0.06;9.67
;;;;;;;;
1369;10/04/2023;23:05:33;32.87;73.98;96;1.53;0.07;9.68
;;;;;;;;
1370;10/04/2023;23:05:35;32.89;87.86;96;1.49;0.06;9.68
;;;;;;;;
1371;10/04/2023;23:05:37;32.90;77.62;95;1.54;0.06;9.68
;;;;;;;;
1372;10/04/2023;23:05:39;32.90;76.16;95;1.42;0.07;9.62
;;;;;;;;
1373;10/04/2023;23:05:41;32.90;62.85;95;1.31;0.06;9.67
;;;;;;;;
1374;10/04/2023;23:05:43;32.89;75.27;96;1.45;0.06;9.61
;;;;;;;;
1375;10/04/2023;23:05:45;32.89;95.90;95;1.35;0.06;9.67
;;;;;;;;
1376;10/04/2023;23:05:47;32.92;81.23;95;1.34;0.06;9.66
;;;;;;;;
1377;10/04/2023;23:05:49;32.90;72.29;95;1.24;0.06;9.67
;;;;;;;;
1378;10/04/2023;23:05:51;32.91;88.21;95;1.31;0.06;9.66
;;;;;;;;
1379;10/04/2023;23:05:53;32.90;73.47;95;1.45;0.06;9.65
;;;;;;;;
1380;10/04/2023;23:05:55;32.90;69.26;95;1.52;0.06;9.67
;;;;;;;;
1381;10/04/2023;23:05:57;32.89;61.07;95;1.35;0.06;9.66
;;;;;;;;
1382;10/04/2023;23:05:59;32.89;74.03;95;1.34;0.07;9.70
;;;;;;;;
1383;10/04/2023;23:06:01;32.91;78.97;95;1.35;0.06;9.67
;;;;;;;;
1384;10/04/2023;23:06:03;32.89;79.50;95;1.28;0.06;9.68
;;;;;;;;
1385;10/04/2023;23:06:05;32.92;67.07;95;1.30;0.06;9.64
;;;;;;;;
1386;10/04/2023;23:06:07;32.89;49.74;96;1.28;0.06;9.69
;;;;;;;;
1387;10/04/2023;23:06:09;32.92;71.48;96;1.21;0.06;9.64
;;;;;;;;
1388;10/04/2023;23:06:11;32.91;83.78;96;1.21;0.06;9.68
;;;;;;;;
1389;10/04/2023;23:06:13;32.91;76.42;95;1.41;0.06;9.67
;;;;;;;;
1390;10/04/2023;23:06:15;32.89;69.75;96;1.28;0.07;9.71
;;;;;;;;
1391;10/04/2023;23:06:17;32.91;75.01;95;1.53;0.07;9.64
;;;;;;;;
1392;10/04/2023;23:06:19;32.91;82.49;95;1.32;0.06;9.65
;;;;;;;;
1393;10/04/2023;23:06:22;32.91;38.96;0;1.31;0.06;9.64
;;;;;;;;
1394;10/04/2023;23:06:24;32.92;62.20;96;1.30;0.06;9.65
;;;;;;;;
1395;10/04/2023;23:06:26;32.90;86.76;95;1.32;0.06;9.65
;;;;;;;;
1396;10/04/2023;23:06:28;32.91;92.61;95;1.43;0.06;9.66
;;;;;;;;
1397;10/04/2023;23:06:30;32.89;78.56;95;1.37;0.06;9.67
;;;;;;;;
1398;10/04/2023;23:06:32;32.90;60.60;96;1.14;0.06;9.66
;;;;;;;;
1399;10/04/2023;23:06:34;32.90;72.07;95;1.44;0.06;9.69
;;;;;;;;
1400;10/04/2023;23:06:36;32.92;83.93;95;1.48;0.06;9.67
;;;;;;;;
1401;10/04/2023;23:06:38;32.93;76.68;95;1.71;0.06;9.65
;;;;;;;;
1402;10/04/2023;23:06:40;32.89;59.20;95;1.56;0.06;9.68
;;;;;;;;
1403;10/04/2023;23:06:42;32.89;82.27;95;1.23;0.06;9.67
;;;;;;;;
1404;10/04/2023;23:06:44;32.88;41.63;0;1.29;0.06;9.65
;;;;;;;;
1405;10/04/2023;23:06:46;32.91;79.53;95;1.24;0.07;9.66
;;;;;;;;
1406;10/04/2023;23:06:48;32.92;80.13;95;1.41;0.06;9.66
;;;;;;;;
1407;10/04/2023;23:06:50;32.91;0.00;0;1.34;0.06;9.64
;;;;;;;;
1408;10/04/2023;23:06:52;32.90;65.41;96;1.42;0.07;9.65
;;;;;;;;
1409;10/04/2023;23:06:54;32.90;74.82;96;1.51;0.06;9.65
;;;;;;;;
1410;10/04/2023;23:06:56;32.90;86.94;95;1.50;0.06;9.66
;;;;;;;;
1411;10/04/2023;23:06:58;32.91;87.64;96;1.48;0.06;9.66
;;;;;;;;
1412;10/04/2023;23:07:00;32.91;85.29;96;1.37;0.06;9.68
;;;;;;;;
1413;10/04/2023;23:07:02;32.90;69.43;95;1.46;0.07;9.67
;;;;;;;;
1414;10/04/2023;23:07:04;32.89;74.56;95;1.49;0.07;9.65
;;;;;;;;
1415;10/04/2023;23:07:06;32.91;61.18;0;1.74;0.07;9.65
;;;;;;;;
1416;10/04/2023;23:07:08;32.93;72.73;95;1.73;0.06;9.65
;;;;;;;;
1417;10/04/2023;23:07:10;32.92;80.30;95;1.53;0.06;9.68
;;;;;;;;
1418;10/04/2023;23:07:12;32.92;82.02;95;1.57;0.06;9.67
;;;;;;;;
1419;10/04/2023;23:07:14;32.91;67.23;95;1.68;0.07;9.69
;;;;;;;;
1420;10/04/2023;23:07:16;32.89;62.24;95;1.70;0.06;9.69
;;;;;;;;
1421;10/04/2023;23:07:18;32.92;81.05;95;1.77;0.06;9.68
;;;;;;;;
1422;10/04/2023;23:07:20;32.91;80.04;96;1.72;0.06;9.66
;;;;;;;;
1423;10/04/2023;23:07:22;32.89;72.12;95;1.41;0.07;9.67
;;;;;;;;
1424;10/04/2023;23:07:24;32.92;72.69;95;1.83;0.07;9.69
;;;;;;;;
1425;10/04/2023;23:07:26;32.92;79.97;95;1.56;0.06;9.67
;;;;;;;;
1426;10/04/2023;23:07:28;32.91;80.27;95;1.81;0.06;9.65
;;;;;;;;
1427;10/04/2023;23:07:30;32.93;83.07;96;1.70;0.06;9.64
;;;;;;;;
1428;10/04/2023;23:07:32;32.91;0.00;0;1.67;0.06;9.67
;;;;;;;;
1429;10/04/2023;23:07:34;32.91;49.65;0;1.91;0.06;9.69
;;;;;;;;
1430;10/04/2023;23:07:36;32.92;71.80;95;1.66;0.06;9.65
;;;;;;;;
1431;10/04/2023;23:07:38;32.92;77.16;95;1.98;0.06;9.69
;;;;;;;;
1432;10/04/2023;23:07:40;32.93;79.36;95;1.74;0.06;9.67
;;;;;;;;
1433;10/04/2023;23:07:42;32.92;75.45;96;1.68;0.06;9.70
;;;;;;;;
1434;10/04/2023;23:07:44;32.92;79.19;95;1.75;0.06;9.66
;;;;;;;;
1435;10/04/2023;23:07:46;32.90;84.04;95;1.85;0.06;9.68
;;;;;;;;
1436;10/04/2023;23:07:48;32.93;42.48;0;1.78;0.06;9.66
;;;;;;;;
1437;10/04/2023;23:07:50;32.94;79.68;95;1.61;0.06;9.66
;;;;;;;;
1438;10/04/2023;23:07:52;32.93;77.76;95;1.65;0.07;9.67
;;;;;;;;
1439;10/04/2023;23:07:54;32.91;42.14;0;1.93;0.06;9.67
;;;;;;;;
1440;10/04/2023;23:07:56;32.92;75.05;96;1.90;0.06;9.64
;;;;;;;;
1441;10/04/2023;23:07:58;32.94;72.25;96;1.93;0.06;9.67
;;;;;;;;
1442;10/04/2023;23:08:00;32.94;74.66;95;1.26;0.06;9.67
;;;;;;;;
1443;10/04/2023;23:08:02;32.92;78.07;96;1.02;0.06;9.69
;;;;;;;;
1444;10/04/2023;23:08:04;32.93;78.94;95;1.12;0.06;9.66
;;;;;;;;
1445;10/04/2023;23:08:06;32.92;45.03;95;1.30;0.06;9.68
;;;;;;;;
1446;10/04/2023;23:08:08;32.92;0.00;0;0.97;0.07;9.67
;;;;;;;;
1447;10/04/2023;23:08:10;32.91;43.57;0;1.10;0.06;9.68
;;;;;;;;
1448;10/04/2023;23:08:12;32.92;78.44;95;1.03;0.07;9.69
;;;;;;;;
1449;10/04/2023;23:08:14;32.94;72.27;95;1.00;0.06;9.70
;;;;;;;;
1450;10/04/2023;23:08:16;32.93;81.63;96;1.14;0.07;9.63
;;;;;;;;
1451;10/04/2023;23:08:18;32.91;66.34;96;1.10;0.06;9.65
;;;;;;;;
1452;10/04/2023;23:08:20;32.91;43.20;0;1.11;0.07;9.65
;;;;;;;;
1453;10/04/2023;23:08:22;32.93;58.79;0;0.97;0.06;9.68
;;;;;;;;
1454;10/04/2023;23:08:24;32.91;51.32;0;1.20;0.06;9.67
;;;;;;;;
1455;10/04/2023;23:08:26;32.93;75.55;95;1.19;0.06;9.64
;;;;;;;;
1456;10/04/2023;23:08:28;32.96;90.80;95;1.19;0.06;9.67
;;;;;;;;
1457;10/04/2023;23:08:30;32.93;0.00;0;1.02;0.07;9.64
;;;;;;;;
1458;10/04/2023;23:08:32;32.92;68.82;95;1.24;0.06;9.64
;;;;;;;;
1459;10/04/2023;23:08:34;32.93;82.18;95;1.13;0.06;9.65
;;;;;;;;
1460;10/04/2023;23:08:36;32.92;0.00;0;1.07;0.06;9.65
;;;;;;;;
1461;10/04/2023;23:08:38;32.94;58.66;0;1.40;0.06;9.68
;;;;;;;;
1462;10/04/2023;23:08:40;32.92;59.75;95;1.05;0.07;9.69
;;;;;;;;
1463;10/04/2023;23:08:42;32.93;70.26;95;0.86;0.06;9.66
;;;;;;;;
1464;10/04/2023;23:08:45;32.92;79.19;96;1.03;0.06;9.63
;;;;;;;;
1465;10/04/2023;23:08:47;32.94;81.22;95;1.10;0.06;9.69
;;;;;;;;
1466;10/04/2023;23:08:49;32.93;72.02;95;1.18;0.06;9.66
;;;;;;;;
1467;10/04/2023;23:08:51;32.95;84.08;95;0.95;0.06;9.69
;;;;;;;;
1468;10/04/2023;23:08:53;32.93;76.10;95;1.07;0.06;9.66
;;;;;;;;
1469;10/04/2023;23:08:55;32.92;86.08;95;1.20;0.06;9.69
;;;;;;;;
1470;10/04/2023;23:08:57;32.93;77.07;96;1.27;0.06;9.65
;;;;;;;;
1471;10/04/2023;23:08:59;32.94;77.63;95;1.25;0.06;9.67
;;;;;;;;
1472;10/04/2023;23:09:01;32.94;82.25;95;1.26;0.06;9.64
;;;;;;;;
1473;10/04/2023;23:09:03;32.93;92.66;95;1.28;0.07;9.68
;;;;;;;;
1474;10/04/2023;23:09:05;32.93;84.48;95;1.52;0.06;9.69
;;;;;;;;
1475;10/04/2023;23:09:07;32.91;84.48;95;1.38;0.06;9.68
;;;;;;;;
1476;10/04/2023;23:09:09;32.93;71.25;96;1.32;0.06;9.66
;;;;;;;;
1477;10/04/2023;23:09:11;32.94;55.05;95;1.31;0.06;9.66
;;;;;;;;
1478;10/04/2023;23:09:13;32.95;58.71;95;1.29;0.06;9.64
;;;;;;;;
1479;10/04/2023;23:09:15;32.93;73.75;96;1.33;0.06;9.66
;;;;;;;;
1480;10/04/2023;23:09:17;32.95;80.80;95;1.45;0.06;9.68
;;;;;;;;
1481;10/04/2023;23:09:19;32.93;79.00;96;1.42;0.07;9.69
;;;;;;;;
1482;10/04/2023;23:09:21;32.94;66.45;95;1.16;0.06;9.66
;;;;;;;;
1483;10/04/2023;23:09:23;32.94;76.99;95;1.14;0.06;9.69
;;;;;;;;
1484;10/04/2023;23:09:25;32.96;74.90;95;1.53;0.06;9.67
;;;;;;;;
1485;10/04/2023;23:09:27;32.95;82.55;95;1.53;0.07;9.68
;;;;;;;;
1486;10/04/2023;23:09:29;32.94;80.33;96;1.18;0.06;9.68
;;;;;;;;
1487;10/04/2023;23:09:31;32.94;83.32;95;1.33;0.06;9.66
;;;;;;;;
1488;10/04/2023;23:09:33;32.95;35.24;0;1.15;0.06;9.71
;;;;;;;;
1489;10/04/2023;23:09:35;32.94;69.16;97;1.34;0.06;9.65
;;;;;;;;
1490;10/04/2023;23:09:37;32.95;82.54;95;1.48;0.07;9.69
;;;;;;;;
1491;10/04/2023;23:09:39;32.95;80.78;95;1.25;0.06;9.65
;;;;;;;;
1492;10/04/2023;23:09:41;32.94;79.42;95;1.43;0.06;9.67
;;;;;;;;
1493;10/04/2023;23:09:43;32.94;87.22;95;1.29;0.06;9.71
;;;;;;;;
1494;10/04/2023;23:09:45;32.94;89.68;95;1.25;0.06;9.69
;;;;;;;;
1495;10/04/2023;23:09:47;32.94;79.04;95;1.43;0.06;9.63
;;;;;;;;
1496;10/04/2023;23:09:49;32.92;76.35;96;1.34;0.06;9.68
;;;;;;;;
1497;10/04/2023;23:09:51;32.94;47.56;95;1.42;0.06;9.66
;;;;;;;;
1498;10/04/2023;23:09:53;32.94;62.27;95;1.36;0.06;9.67
;;;;;;;;
1499;10/04/2023;23:09:55;32.94;61.50;95;1.44;0.07;9.65
;;;;;;;;
1500;10/04/2023;23:09:57;32.93;78.66;95;1.55;0.06;9.64
;;;;;;;;
1501;10/04/2023;23:09:59;32.95;77.01;95;1.59;0.06;9.67
;;;;;;;;
1502;10/04/2023;23:10:01;32.94;80.71;95;0.99;0.06;9.64
;;;;;;;;
1503;10/04/2023;23:10:03;32.94;88.99;95;0.94;0.06;9.67
;;;;;;;;
1504;10/04/2023;23:10:05;32.94;77.97;95;0.99;0.07;9.65
;;;;;;;;
1505;10/04/2023;23:10:07;32.95;57.19;0;0.94;0.06;9.67
;;;;;;;;
1506;10/04/2023;23:10:09;32.94;79.00;95;1.11;0.06;9.65
;;;;;;;;
1507;10/04/2023;23:10:11;32.95;79.45;96;1.00;0.06;9.66
;;;;;;;;
1508;10/04/2023;23:10:13;32.94;52.15;96;1.04;0.06;9.67
;;;;;;;;
1509;10/04/2023;23:10:15;32.95;79.70;95;1.01;0.07;9.66
;;;;;;;;
1510;10/04/2023;23:10:17;32.96;79.86;95;1.00;0.06;9.68
;;;;;;;;
1511;10/04/2023;23:10:19;32.95;82.63;96;1.20;0.06;9.65
;;;;;;;;
1512;10/04/2023;23:10:21;32.95;72.43;95;0.81;0.06;9.66
;;;;;;;;
1513;10/04/2023;23:10:23;32.96;69.41;95;1.14;0.07;9.63
;;;;;;;;
1514;10/04/2023;23:10:25;32.97;80.66;95;1.10;0.06;9.66
;;;;;;;;
1515;10/04/2023;23:10:27;32.95;78.09;95;1.16;0.06;9.70
;;;;;;;;
1516;10/04/2023;23:10:29;32.94;70.74;95;0.97;0.06;9.65
;;;;;;;;
1517;10/04/2023;23:10:31;32.97;70.14;95;1.04;0.06;9.67
;;;;;;;;
1518;10/04/2023;23:10:33;32.95;82.51;96;1.24;0.06;9.64
;;;;;;;;
1519;10/04/2023;23:10:35;32.96;42.32;0;0.93;0.06;9.66
;;;;;;;;
1520;10/04/2023;23:10:37;32.95;57.83;0;1.12;0.06;9.65
;;;;;;;;
1521;10/04/2023;23:10:39;32.96;30.91;0;1.25;0.06;9.68
;;;;;;;;
1522;10/04/2023;23:10:41;32.96;75.35;95;1.06;0.06;9.65
;;;;;;;;
1523;10/04/2023;23:10:43;32.96;80.15;95;0.98;0.06;9.66
;;;;;;;;
1524;10/04/2023;23:10:45;32.96;78.14;95;1.02;0.06;9.67
;;;;;;;;
1525;10/04/2023;23:10:47;32.96;77.06;95;1.09;0.06;9.64
;;;;;;;;
1526;10/04/2023;23:10:49;32.95;80.85;95;1.04;0.06;9.66
;;;;;;;;
1527;10/04/2023;23:10:51;32.96;81.15;95;1.06;0.06;9.68
;;;;;;;;
1528;10/04/2023;23:10:53;32.96;83.51;95;1.10;0.06;9.71
;;;;;;;;
1529;10/04/2023;23:10:55;32.97;90.84;96;1.06;0.06;9.65
;;;;;;;;
1530;10/04/2023;23:10:57;32.97;73.72;95;1.20;0.06;9.67
;;;;;;;;
1531;10/04/2023;23:10:59;32.94;80.65;95;1.20;0.06;9.67
;;;;;;;;
1532;10/04/2023;23:11:01;32.94;81.37;95;1.24;0.06;9.64
;;;;;;;;
1533;10/04/2023;23:11:03;32.96;81.46;95;1.24;0.06;9.64
;;;;;;;;
1534;10/04/2023;23:11:05;32.97;77.04;95;1.24;0.06;9.66
;;;;;;;;
1535;10/04/2023;23:11:07;32.95;90.62;96;1.26;0.06;9.69
;;;;;;;;
1536;10/04/2023;23:11:10;32.96;57.12;0;1.39;0.06;9.68
;;;;;;;;
1537;10/04/2023;23:11:12;32.97;71.67;95;1.22;0.06;9.64
;;;;;;;;
1538;10/04/2023;23:11:14;32.96;0.00;0;1.35;0.06;9.63
;;;;;;;;
1539;10/04/2023;23:11:16;32.96;50.11;0;1.27;0.06;9.66
;;;;;;;;
1540;10/04/2023;23:11:18;32.94;40.49;0;1.65;0.06;9.66
;;;;;;;;
1541;10/04/2023;23:11:20;32.96;76.04;95;1.37;0.07;9.68
;;;;;;;;
1542;10/04/2023;23:11:22;32.95;74.00;95;1.23;0.06;9.65
;;;;;;;;
1543;10/04/2023;23:11:24;32.95;74.55;96;1.32;0.07;9.68
;;;;;;;;
1544;10/04/2023;23:11:26;32.95;75.95;96;1.35;0.06;9.68
;;;;;;;;
1545;10/04/2023;23:11:28;32.96;80.26;95;1.41;0.06;9.71
;;;;;;;;
1546;10/04/2023;23:11:30;32.97;78.63;96;1.54;0.06;9.70
;;;;;;;;
1547;10/04/2023;23:11:32;32.97;72.39;95;1.33;0.06;9.66
;;;;;;;;
1548;10/04/2023;23:11:34;32.94;88.92;95;1.36;0.07;9.68
;;;;;;;;
1549;10/04/2023;23:11:36;32.94;31.77;0;1.64;0.06;9.65
;;;;;;;;
1550;10/04/2023;23:11:38;32.96;77.84;96;1.64;0.06;9.69
;;;;;;;;
1551;10/04/2023;23:11:40;32.96;77.00;96;1.41;0.06;9.66
;;;;;;;;
1552;10/04/2023;23:11:42;32.94;78.40;96;1.19;0.06;9.66
;;;;;;;;
1553;10/04/2023;23:11:44;32.94;71.85;96;1.30;0.06;9.69
;;;;;;;;
1554;10/04/2023;23:11:46;32.97;69.32;95;1.47;0.06;9.67
;;;;;;;;
1555;10/04/2023;23:11:48;32.94;71.74;95;1.52;0.06;9.66
;;;;;;;;
1556;10/04/2023;23:11:50;32.98;84.81;95;1.28;0.06;9.67
;;;;;;;;
1557;10/04/2023;23:11:52;32.97;70.37;95;1.28;0.06;9.67
;;;;;;;;
1558;10/04/2023;23:11:54;32.97;93.77;96;1.60;0.07;9.66
;;;;;;;;
1559;10/04/2023;23:11:56;32.97;77.07;96;1.37;0.07;9.66
;;;;;;;;
1560;10/04/2023;23:11:58;32.96;74.78;96;1.67;0.07;9.67
;;;;;;;;
1561;10/04/2023;23:12:00;32.97;78.26;96;1.41;0.07;9.67
;;;;;;;;
1562;10/04/2023;23:12:02;32.94;67.84;94;1.19;0.06;9.68
;;;;;;;;
1563;10/04/2023;23:12:04;32.95;89.93;96;1.39;0.06;9.69
;;;;;;;;
1564;10/04/2023;23:12:06;32.98;51.39;96;1.15;0.06;9.70
;;;;;;;;
1565;10/04/2023;23:12:08;32.96;40.95;0;1.25;0.06;9.64
;;;;;;;;
1566;10/04/2023;23:12:10;32.98;57.63;95;1.25;0.06;9.67
;;;;;;;;
1567;10/04/2023;23:12:12;32.96;78.04;96;1.36;0.06;9.69
;;;;;;;;
1568;10/04/2023;23:12:14;32.94;75.60;96;1.41;0.06;9.66
;;;;;;;;
1569;10/04/2023;23:12:16;32.97;91.21;95;1.43;0.06;9.64
;;;;;;;;
1570;10/04/2023;23:12:18;32.95;72.66;95;1.54;0.06;9.67
;;;;;;;;
1571;10/04/2023;23:12:20;32.96;74.98;95;1.21;0.06;9.63
;;;;;;;;
1572;10/04/2023;23:12:22;32.97;73.12;95;1.20;0.06;9.67
;;;;;;;;
1573;10/04/2023;23:12:24;32.95;72.24;95;1.27;0.06;9.70
;;;;;;;;
1574;10/04/2023;23:12:26;32.95;90.18;95;1.41;0.06;9.67
;;;;;;;;
1575;10/04/2023;23:12:28;32.96;76.25;95;1.48;0.06;9.65
;;;;;;;;
1576;10/04/2023;23:12:30;32.96;82.54;96;1.26;0.06;9.69
;;;;;;;;
1577;10/04/2023;23:12:32;32.95;31.48;0;1.43;0.06;9.67
;;;;;;;;
1578;10/04/2023;23:12:34;32.95;66.78;95;1.62;0.06;9.72
;;;;;;;;
1579;10/04/2023;23:12:36;32.97;78.82;96;1.51;0.06;9.67
;;;;;;;;
1580;10/04/2023;23:12:38;32.96;75.67;96;1.47;0.07;9.65
;;;;;;;;
1581;10/04/2023;23:12:40;32.98;49.49;96;1.18;0.06;9.69
;;;;;;;;
1582;10/04/2023;23:12:42;32.96;30.91;0;1.43;0.06;9.67
;;;;;;;;
1583;10/04/2023;23:12:44;32.96;70.65;96;1.52;0.07;9.71
;;;;;;;;
1584;10/04/2023;23:12:46;32.95;47.01;95;1.41;0.06;9.67
;;;;;;;;
1585;10/04/2023;23:12:48;32.97;65.45;95;1.29;0.06;9.64
;;;;;;;;
1586;10/04/2023;23:12:50;32.97;49.62;95;1.45;0.06;9.66
;;;;;;;;
1587;10/04/2023;23:12:52;32.96;64.17;95;1.33;0.06;9.67
;;;;;;;;
1588;10/04/2023;23:12:54;32.94;80.04;95;1.35;0.06;9.64
;;;;;;;;
1589;10/04/2023;23:12:56;32.93;84.94;96;1.46;0.06;9.65
;;;;;;;;
1590;10/04/2023;23:12:58;32.96;66.60;95;1.55;0.06;9.68
;;;;;;;;
1591;10/04/2023;23:13:00;32.96;82.59;96;1.50;0.06;9.67
;;;;;;;;
1592;10/04/2023;23:13:02;32.94;83.94;96;1.38;0.06;9.68
;;;;;;;;
1593;10/04/2023;23:13:04;32.97;47.11;95;1.53;0.06;9.64
;;;;;;;;
1594;10/04/2023;23:13:06;32.96;68.47;95;1.71;0.06;9.66
;;;;;;;;
1595;10/04/2023;23:13:08;32.94;79.80;95;1.60;0.06;9.68
;;;;;;;;
1596;10/04/2023;23:13:10;32.96;50.82;0;1.73;0.06;9.68
;;;;;;;;
1597;10/04/2023;23:13:12;32.99;71.33;95;1.68;0.06;9.67
;;;;;;;;
1598;10/04/2023;23:13:14;32.97;76.24;96;1.47;0.06;9.66
;;;;;;;;
1599;10/04/2023;23:13:16;32.97;71.65;96;1.65;0.06;9.67
;;;;;;;;
1600;10/04/2023;23:13:18;32.96;71.63;95;1.63;0.06;9.68
;;;;;;;;
1601;10/04/2023;23:13:20;32.95;87.08;95;1.79;0.06;9.67
;;;;;;;;
1602;10/04/2023;23:13:22;32.96;75.64;95;1.57;0.07;9.62
;;;;;;;;
1603;10/04/2023;23:13:24;32.96;68.73;96;1.45;0.06;9.68
;;;;;;;;
1604;10/04/2023;23:13:26;32.95;75.61;95;1.79;0.07;9.69
;;;;;;;;
1605;10/04/2023;23:13:28;32.97;80.07;96;1.79;0.06;9.66
;;;;;;;;
1606;10/04/2023;23:13:30;32.97;78.91;96;1.57;0.06;9.66
;;;;;;;;
1607;10/04/2023;23:13:33;32.96;83.91;96;1.65;0.07;9.66
;;;;;;;;
1608;10/04/2023;23:13:35;32.96;79.96;95;1.86;0.06;9.67
;;;;;;;;
1609;10/04/2023;23:13:37;32.99;56.84;0;1.76;0.06;9.69
;;;;;;;;
1610;10/04/2023;23:13:39;32.96;78.31;95;1.87;0.06;9.66
;;;;;;;;
1611;10/04/2023;23:13:41;32.96;83.58;95;1.43;0.06;9.66
;;;;;;;;
1612;10/04/2023;23:13:43;32.96;78.79;95;1.57;0.06;9.67
;;;;;;;;
1613;10/04/2023;23:13:45;32.98;81.33;95;1.69;0.07;9.68
;;;;;;;;
1614;10/04/2023;23:13:47;32.96;81.89;95;1.55;0.06;9.70
;;;;;;;;
